,product_url,scraping_date,scraping_time,title,presentation,full_price,final_price
0,https://www.drogueriascolsubsidio.com/gaviscon-doble-accion-sachet-sabor-menta-7702626211770/p,2021-10-04,18:22:12,GAVISCON DOBLE ACCION SACHET SABOR MENTA,"Presentación

CAJA X 12 SACHET",0,25400.0
1,https://www.drogueriascolsubsidio.com/gestavit-dha-multivitaminico-capsula-blanda-con-cubierta-enterica-7703153022693/p,2021-10-04,18:22:12,GESTAVIT DHA MULTIVITAMINICO CAPSULA BLANDA CON CUBIERTA ENTERICA,"Presentación

CAJA X 30 CAP",0,55400.0
2,https://www.drogueriascolsubsidio.com/engystol-tableta-7707336720598/p,2021-10-04,18:22:12,ENGYSTOL TABLETA,"Presentación

FRASCO X 50 TAB",0,49360.0
3,https://www.drogueriascolsubsidio.com/smecta-3-g-polvo-para-suspension-oral-7702207188620/p,2021-10-04,18:22:12,SMECTA 3 G POLVO PARA SUSPENSION ORAL,"Presentación

BLISTER X 1 UN",0,6335.0
4,https://www.drogueriascolsubsidio.com/sun-face-gel-7707327210015/p,2021-10-04,18:22:12,SUN FACE GEL,"Presentación

TUBO X 70 G",0,59000.0
5,https://www.drogueriascolsubsidio.com/enterogermina-suspension-oral-3582910009900/p,2021-10-04,18:22:12,ENTEROGERMINA SUSPENSION ORAL,"Presentación

CAJA X 10 UN",0,47360.0
6,https://www.drogueriascolsubsidio.com/dolex-forte-nf-500-mg65-mg-tableta-recubierta-7703363005462/p,2021-10-04,18:22:12,DOLEX FORTE NF 500 MG/65 MG TABLETA RECUBIERTA,"Presentación

CAJA X 14 TAB",0,19900.0
7,https://www.drogueriascolsubsidio.com/abrilar-07-g100-ml-jarabe-4104480705151/p,2021-10-04,18:22:12,ABRILAR 0.7 G/100 ML JARABE,"Presentación

FRASCO X 100 ML",0,29800.0
8,https://www.drogueriascolsubsidio.com/yodosalil-sport-crema-topica-7702057058203/p,2021-10-04,18:22:12,YODOSALIL SPORT CREMA TOPICA,TUBO X 30 G,0,15400.0
9,https://www.drogueriascolsubsidio.com/oferta-algodon-jgb-gratis-algodon-bolsa-x-50g-7702560029431/p,2021-10-04,18:22:12,OFERTA ALGODON JGB GRATIS ALGODON BOLSA X 50G,BOLSA X 100 G,0,5800.0
10,https://www.drogueriascolsubsidio.com/gastrofast-advance-suspension-oral-menta-7702057804503/p,2021-10-04,18:22:12,GASTROFAST ADVANCE SUSPENSION ORAL MENTA,FRASCO X 240,0,46700.0
11,https://www.drogueriascolsubsidio.com/vaselina-pura-7707333770404/p,2021-10-04,18:22:12,VASELINA PURA,POTE X 460 G,0,12100.0
12,https://www.drogueriascolsubsidio.com/advil-children-suspension-oral-7702132009748/p,2021-10-04,18:22:12,ADVIL CHILDREN SUSPENSIÓN ORAL,FRASCO X 100 ML,0,21900.0
13,https://www.drogueriascolsubsidio.com/advil-children-suspension-oral-7702132009731/p,2021-10-04,18:22:12,ADVIL CHILDREN SUSPENSIÓN ORAL,FRASCO X 60 ML,0,15550.0
14,https://www.drogueriascolsubsidio.com/electrolit-solucion-oral-lima-limon-7501125176487/p,2021-10-04,18:22:12,ELECTROLIT SOLUCIÓN ORAL LIMA-LIMÓN,FRASCO X 625 ML,6550.0,5371.0
15,https://www.drogueriascolsubsidio.com/electrolit-solucion-oral-coco-7501125176456/p,2021-10-04,18:22:12,ELECTROLIT SOLUCIÓN ORAL COCO,FRASCO X 625 ML,6400.0,5248.0
16,https://www.drogueriascolsubsidio.com/bisolvon-tos-seca-jarabe-sabor-vainilla-7703202221381/p,2021-10-04,18:22:12,BISOLVON TOS SECA JARABE SABOR VAINILLA,FRASCO X 120 ML,25200.0,20160.0
17,https://www.drogueriascolsubsidio.com/sinus-rinse-solucion-nasal-aerosol-705928001008/p,2021-10-04,18:22:12,SINUS RINSE SOLUCION NASAL AEROSOL,FRASCO X 240 ML,94250.0,75400.0
18,https://www.drogueriascolsubsidio.com/advil-fem-400-mg65-mg-tableta-recubierta-7702132011406/p,2021-10-04,18:22:12,ADVIL FEM 400 MG/65 MG TABLETA RECUBIERTA,CAJA X 10 TAB,0,15550.0
19,https://www.drogueriascolsubsidio.com/nexcare-3m-curas-estandar-7702098038905/p,2021-10-04,18:22:12,NEXCARE 3M CURAS ESTANDAR,CAJA X 10 UN,0,1100.0
