,product_url,scraping_date,scraping_time,title,presentation,full_price,final_price
0,https://www.drogueriascolsubsidio.com/sun-face-gel-7707327210015/p,2021-10-04,18:01:45,SUN FACE GEL,"Presentación

TUBO X 70 G",0,59000.0
1,https://www.drogueriascolsubsidio.com/gestavit-dha-multivitaminico-capsula-blanda-con-cubierta-enterica-7703153022693/p,2021-10-04,18:01:45,GESTAVIT DHA MULTIVITAMINICO CAPSULA BLANDA CON CUBIERTA ENTERICA,"Presentación

CAJA X 30 CAP",0,55400.0
2,https://www.drogueriascolsubsidio.com/enterogermina-suspension-oral-3582910009900/p,2021-10-04,18:01:45,ENTEROGERMINA SUSPENSION ORAL,"Presentación

CAJA X 10 UN",0,47360.0
3,https://www.drogueriascolsubsidio.com/engystol-tableta-7707336720598/p,2021-10-04,18:01:45,ENGYSTOL TABLETA,"Presentación

FRASCO X 50 TAB",0,49360.0
4,https://www.drogueriascolsubsidio.com/dolex-forte-nf-500-mg65-mg-tableta-recubierta-7703363005462/p,2021-10-04,18:01:45,DOLEX FORTE NF 500 MG/65 MG TABLETA RECUBIERTA,"Presentación

CAJA X 14 TAB",0,19900.0
5,https://www.drogueriascolsubsidio.com/abrilar-07-g100-ml-jarabe-4104480705151/p,2021-10-04,18:01:45,ABRILAR 0.7 G/100 ML JARABE,"Presentación

FRASCO X 100 ML",0,29800.0
6,https://www.drogueriascolsubsidio.com/gaviscon-doble-accion-sachet-sabor-menta-7702626211770/p,2021-10-04,18:01:45,GAVISCON DOBLE ACCION SACHET SABOR MENTA,"Presentación

CAJA X 12 SACHET",0,25400.0
7,https://www.drogueriascolsubsidio.com/smecta-3-g-polvo-para-suspension-oral-7702207188620/p,2021-10-04,18:01:45,SMECTA 3 G POLVO PARA SUSPENSION ORAL,"Presentación

BLISTER X 1 UN",0,6335.0
8,https://www.drogueriascolsubsidio.com/yodosalil-sport-crema-topica-7702057058203/p,2021-10-04,18:01:45,YODOSALIL SPORT CREMA TOPICA,TUBO X 30 G,0,15400.0
9,https://www.drogueriascolsubsidio.com/oferta-algodon-jgb-gratis-algodon-bolsa-x-50g-7702560029431/p,2021-10-04,18:01:45,OFERTA ALGODON JGB GRATIS ALGODON BOLSA X 50G,BOLSA X 100 G,0,5800.0
10,https://www.drogueriascolsubsidio.com/gastrofast-advance-suspension-oral-menta-7702057804503/p,2021-10-04,18:01:45,GASTROFAST ADVANCE SUSPENSION ORAL MENTA,FRASCO X 240,0,46700.0
11,https://www.drogueriascolsubsidio.com/vaselina-pura-7707333770404/p,2021-10-04,18:01:45,VASELINA PURA,POTE X 460 G,0,12100.0
12,https://www.drogueriascolsubsidio.com/advil-children-suspension-oral-7702132009748/p,2021-10-04,18:01:45,ADVIL CHILDREN SUSPENSIÓN ORAL,FRASCO X 100 ML,0,21900.0
13,https://www.drogueriascolsubsidio.com/advil-children-suspension-oral-7702132009731/p,2021-10-04,18:01:45,ADVIL CHILDREN SUSPENSIÓN ORAL,FRASCO X 60 ML,0,15550.0
14,https://www.drogueriascolsubsidio.com/electrolit-solucion-oral-lima-limon-7501125176487/p,2021-10-04,18:01:45,ELECTROLIT SOLUCIÓN ORAL LIMA-LIMÓN,FRASCO X 625 ML,6550.0,5371.0
15,https://www.drogueriascolsubsidio.com/electrolit-solucion-oral-coco-7501125176456/p,2021-10-04,18:01:45,ELECTROLIT SOLUCIÓN ORAL COCO,FRASCO X 625 ML,6400.0,5248.0
16,https://www.drogueriascolsubsidio.com/bisolvon-tos-seca-jarabe-sabor-vainilla-7703202221381/p,2021-10-04,18:01:45,BISOLVON TOS SECA JARABE SABOR VAINILLA,FRASCO X 120 ML,25200.0,20160.0
17,https://www.drogueriascolsubsidio.com/sinus-rinse-solucion-nasal-aerosol-705928001008/p,2021-10-04,18:01:45,SINUS RINSE SOLUCION NASAL AEROSOL,FRASCO X 240 ML,94250.0,75400.0
18,https://www.drogueriascolsubsidio.com/advil-fem-400-mg65-mg-tableta-recubierta-7702132011406/p,2021-10-04,18:01:45,ADVIL FEM 400 MG/65 MG TABLETA RECUBIERTA,CAJA X 10 TAB,0,15550.0
19,https://www.drogueriascolsubsidio.com/nexcare-3m-curas-estandar-7702098038905/p,2021-10-04,18:01:45,NEXCARE 3M CURAS ESTANDAR,CAJA X 10 UN,0,1100.0
20,https://www.drogueriascolsubsidio.com/esparadrapo-impermeable-blanco-50mm-x-3m-nexcare-7891040090570/p,2021-10-04,18:01:45,ESPARADRAPO IMPERMEABLE BLANCO 50MM X 3M NEXCARE,UNIDAD,0,13350.0
21,https://www.drogueriascolsubsidio.com/benzirin-forte-ad-03--spray-bucal-7702057011529/p,2021-10-04,18:01:45,BENZIRIN FORTE AD 0.3 % SPRAY BUCAL,FRASCO X 120 ML,0,34750.0
22,https://www.drogueriascolsubsidio.com/microdacyn-60-solucion-limpieza-piel-7502273993377/p,2021-10-04,18:01:45,MICRODACYN 60 SOLUCION LIMPIEZA PIEL,FRASCO X 120 ML,0,40750.0
23,https://www.drogueriascolsubsidio.com/limonato-biocarbonato-limon-tableta-masticable-7709897940965/p,2021-10-04,18:01:45,LIMONATO BIOCARBONATO + LIMÓN TABLETA MASTICABLE,SOBRE X 8 TAB,0,3500.0
24,https://www.drogueriascolsubsidio.com/bremiel-2-50mg5ml-jarabe-pediatrico-7707173600084/p,2021-10-04,18:01:45,BREMIEL-2 50MG/5ML JARABE PEDIATRICO,FRASCO X 120 ML,0,31400.0
25,https://www.drogueriascolsubsidio.com/hidranta-zinc-75-meq-solucion-oral-solucion-uva-7703454123051/p,2021-10-04,18:01:45,HIDRANTA ZINC 75 MEQ SOLUCION ORAL SOLUCION UVA,FRASCO X 500 ML,0,8750.0
26,https://www.drogueriascolsubsidio.com/quirucidal-solucion-topica-7707183770586/p,2021-10-04,18:01:45,QUIRUCIDAL SOLUCIÓN TÓPICA,FRASCO X 120ML,0,6864.0
27,https://www.drogueriascolsubsidio.com/ibuflash-migran-capsula-blanda-7702057696092/p,2021-10-04,18:01:45,IBUFLASH MIGRAN CAPSULA BLANDA,CAJA X 8 CAP,0,13200.0
28,https://www.drogueriascolsubsidio.com/7707270363738protexalgodon-curas-gasas-y-vendasmedicamentosgasa-aseptica-1x5-yardas-medispogasas-gaza-gazas-compresas-esteriles-compresa-compresas-7707270363738/p,2021-10-04,18:01:45,GASA ASEPTICA 1X5 YARDAS MEDISPO,UNIDAD,0,7200.0
29,https://www.drogueriascolsubsidio.com/allerzitina-065-spray-nasal-7702870099810/p,2021-10-04,18:01:45,ALLERZITINA 0.65% SPRAY NASAL,FRASCO X 30 ML,0,24250.0
30,https://www.drogueriascolsubsidio.com/venda-elastica-medispo-3x5-yardas-7707270363608/p,2021-10-04,18:01:45,VENDA ELASTICA MEDISPO 3X5 YARDAS,UNIDAD,0,1750.0
31,https://www.drogueriascolsubsidio.com/lumbal-max-tableta-recubierta-7702870150160/p,2021-10-04,18:01:45,LUMBAL MAX TABLETA RECUBIERTA,CAJA X 12 TAB,0,17600.0
32,https://www.drogueriascolsubsidio.com/leche-de-magnesia-phillips-menta-7502253072900/p,2021-10-04,18:01:45,LECHE DE MAGNESIA PHILLIPS MENTA,FRASCO X 120 ML,0,6150.0
33,https://www.drogueriascolsubsidio.com/dioxogen-360--solucion-7702560000027/p,2021-10-04,18:01:45,DIOXOGEN 3.60 % SOLUCION,FRASCO X 120 ML,0,4450.0
34,https://www.drogueriascolsubsidio.com/noraver-gripa-capsula-dura-7702057165338/p,2021-10-04,18:01:45,NORAVER GRIPA CAPSULA DURA,CAJA X 8 CAP,0,11600.0
35,https://www.drogueriascolsubsidio.com/pax-caliente-noche-granulado-sabor-panela-limon-7706263200647/p,2021-10-04,18:01:45,PAX CALIENTE NOCHE GRANULADO SABOR PANELA-LIMON,CAJA X 6 SOB,0,11800.0
36,https://www.drogueriascolsubsidio.com/advil-fast-gel-200mg-capsula-blanda-7702132004408/p,2021-10-04,18:01:45,ADVIL FAST-GEL 200MG CÁPSULA BLANDA,CAJA X 10 CAP,0,7000.0
37,https://www.drogueriascolsubsidio.com/bisbacter-262-mg-tableta-masticable-7702870004449/p,2021-10-04,18:01:45,BISBACTER 262 MG TABLETA MASTICABLE,BLISTER X 6 TAB,0,9731.0
38,https://www.drogueriascolsubsidio.com/pax-forte-capsula-blanda-7703202200676/p,2021-10-04,18:01:45,PAX FORTE CAPSULA BLANDA,CAJA X 10 CAP,0,17050.0
39,https://www.drogueriascolsubsidio.com/tonimer-spray-soft-8033224818207/p,2021-10-04,18:01:45,TONIMER SPRAY SOFT,FRASCO X 125 ML,68200.0,54560.0
40,https://www.drogueriascolsubsidio.com/bucoseptol-n-tableta-bucal-miel-limon-7706142220513/p,2021-10-04,18:01:45,BUCOSEPTOL N TABLETA BUCAL MIEL-LIMON,CAJA X 10 TAB,0,9050.0
41,https://www.drogueriascolsubsidio.com/hidranta-30-meq-solucion-oral-coco-7703454122771/p,2021-10-04,18:01:45,HIDRANTA 30 MEQ SOLUCION ORAL COCO,FRASCO X 500 ML,0,9050.0
42,https://www.drogueriascolsubsidio.com/vaselina-pura-usp-7707231002829/p,2021-10-04,18:01:45,VASELINA PURA USP,CAJA X 50 G,0,2400.0
43,https://www.drogueriascolsubsidio.com/vaselina-pura-usp-7707231002270/p,2021-10-04,18:01:45,VASELINA PURA USP,POTE X 460 G,0,8750.0
44,https://www.drogueriascolsubsidio.com/multiflora-plus-capsula-5027314503701/p,2021-10-04,18:01:45,MULTIFLORA PLUS CAPSULA,CAJA X 30 CAP,119750.0,95800.0
45,https://www.drogueriascolsubsidio.com/multiflora-1-g-polvo-5027314503671/p,2021-10-04,18:01:45,MULTIFLORA 1 G POLVO,CAJA X 14 SACHET,89300.0,71440.0
46,https://www.drogueriascolsubsidio.com/noraver-solucion-bucal-cereza-7702057049782/p,2021-10-04,18:01:45,NORAVER SOLUCIÓN BUCAL CEREZA,FRASCO X 120ML,0,25350.0
47,https://www.drogueriascolsubsidio.com/aceite-ricino-7707231003246/p,2021-10-04,18:01:45,ACEITE RICINO,FRASCO X 250 ML,0,8900.0
48,https://www.drogueriascolsubsidio.com/sulfato-de-magnesia-7707231002102/p,2021-10-04,18:01:45,SULFATO DE MAGNESIA,CAJA X 400 G,0,2800.0
49,https://www.drogueriascolsubsidio.com/multiflora-plus-capsula-5027314503718/p,2021-10-04,18:01:45,MULTIFLORA PLUS CAPSULA,CAJA X 10 CAP,66400.0,53120.0
50,https://www.drogueriascolsubsidio.com/multiflora-1-g-polvo-5027314503688/p,2021-10-04,18:01:45,MULTIFLORA 1 G POLVO,CAJA X 6 SACHET,53600.0,42880.0
51,https://www.drogueriascolsubsidio.com/gaviscon-doble-accion-sachet-sabor-menta-7702626211770/p,2021-10-04,18:01:45,GAVISCON DOBLE ACCION SACHET SABOR MENTA,CAJA X 12 SACHET,0,25400.0
52,https://www.drogueriascolsubsidio.com/gasa-no-tejida-esteril-4x4-pulgadas-7707228364619/p,2021-10-04,18:01:45,GASA NO TEJIDA ESTERIL 4X4 PULGADAS,CAJA X 24 UN,0,9150.0
53,https://www.drogueriascolsubsidio.com/gasa-no-tejida-esteril-3x3-pulgadas-7707228360475/p,2021-10-04,18:01:45,GASA NO TEJIDA ESTERIL 3X3 PULGADAS,CAJA X 12 SOB,0,7200.0
54,https://www.drogueriascolsubsidio.com/7702057073930tecnoquimicasbienestar-digestivomedicamentosleche-de-magnesia-mkmagnesio-hidroxido-7702057073930/p,2021-10-04,18:01:45,LECHE DE MAGNESIA MK,FRASCO X 120 ML,0,5500.0
55,https://www.drogueriascolsubsidio.com/gasa-tejida-esteril-3x3-pulgadas-7707228360543/p,2021-10-04,18:01:45,GASA TEJIDA ESTERIL 3X3 PULGADAS,CAJA X 6 SOB,0,7700.0
56,https://www.drogueriascolsubsidio.com/alcohol-antiseptico-mk-7702057075101/p,2021-10-04,18:01:45,ALCOHOL ANTISEPTICO MK,FRASCO X 700 ML,0,5200.0
57,https://www.drogueriascolsubsidio.com/oferta-alka-seltzer-tableta-efervescente-precio-especial-7702123006763/p,2021-10-04,18:01:45,OFERTA ALKA-SELTZER TABLETA EFERVESCENTE PRECIO ESPECIAL,CAJA X 14 TAB,13100.0,10480.0
58,https://www.drogueriascolsubsidio.com/oferta-alka-seltzer-tableta-efervescente-precio-especial-7702123006763/p,2021-10-04,18:01:45,OFERTA ALKA-SELTZER TABLETA EFERVESCENTE PRECIO ESPECIAL,CAJA X 14 TAB,13100.0,10480.0
59,https://www.drogueriascolsubsidio.com/oferta-algodon-mk-pomos-gratis-algodon-x-20g-7702057079352/p,2021-10-04,18:01:45,OFERTA ALGODÓN MK POMOS GRATIS ALGODÓN X 20G,BOLSA X 60 G,0,2580.0
60,https://www.drogueriascolsubsidio.com/oferta-vick-vaporub-50gramos-unguento-7500435151184/p,2021-10-04,18:01:45,OFERTA-VICK VAPORUB 50GRAMOS UNGUENTO,FRASCO X 50 G,0,22450.0
61,https://www.drogueriascolsubsidio.com/electrolit-solucion-oral-maracuya-7501125184864/p,2021-10-04,18:01:45,ELECTROLIT SOLUCIÓN ORAL MARACUYA,FRASCO X 625 ML,6400.0,5248.0
62,https://www.drogueriascolsubsidio.com/pax-dia-granulado-7706263200616/p,2021-10-04,18:01:45,PAX DIA GRANULADO,BLISTER X 1 UN,0,1908.0
63,https://www.drogueriascolsubsidio.com/bonfiest-plus-polvo-efervescente-7702057802431/p,2021-10-04,18:01:45,BONFIEST PLUS POLVO EFERVESCENTE,CAJA X 6 SOB,0,15050.0
64,https://www.drogueriascolsubsidio.com/hidraplus-45-meq-con-zinc-uva-solucion-oral-7702057013547/p,2021-10-04,18:01:45,HIDRAPLUS 45 MEQ CON ZINC UVA SOLUCION ORAL,CAJA X 4 SOB,0,11300.0
65,https://www.drogueriascolsubsidio.com/7707270363615protexalgodon-curas-gasas-y-vendasmedicamentosvenda-elastica-medispo-4x5-yardas-7707270363615/p,2021-10-04,18:01:45,VENDA ELASTICA MEDISPO 4X5 YARDAS,UNIDAD,0,2050.0
66,https://www.drogueriascolsubsidio.com/venda-elastica-color-piel-6x5-yardas-7707228360765/p,2021-10-04,18:01:45,VENDA ELASTICA COLOR PIEL 6X5 YARDAS,UNIDAD,0,4900.0
67,https://www.drogueriascolsubsidio.com/x-ray-gel-topico-650240000027/p,2021-10-04,18:01:45,XRAY GEL INFLAMACIÓN 30 G,TUBO X 30 G,0,20050.0
